City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
229,Hasaki,JP,2022-09-03 02:03:17,35.7333,140.8333,79.29,83,50,12.77,scattered clouds
230,Ler,SS,2022-09-03 02:00:22,8.3018,30.1418,70.05,96,100,5.35,light rain
231,Burnie,AU,2022-09-03 02:03:17,-41.0667,145.9167,59.94,45,4,3.91,clear sky
232,Yulara,AU,2022-09-03 02:03:18,-25.2406,130.9889,61.66,34,99,17.85,overcast clouds
233,Coihaique,CL,2022-09-03 02:03:18,-45.5752,-72.0662,47.01,98,100,9.24,overcast clouds
234,Labuan,MY,2022-09-03 02:03:18,5.2767,115.2417,81.9,75,100,5.73,overcast clouds
235,Paamiut,GL,2022-09-03 02:03:19,61.994,-49.6678,45.61,82,100,36.15,moderate rain
236,Sao Joao Da Barra,BR,2022-09-03 02:03:19,-21.6403,-41.0511,69.94,77,0,21.77,clear sky
237,Torbay,CA,2022-09-03 02:03:19,47.6666,-52.7314,64.76,94,95,6.26,overcast clouds
238,Port Lincoln,AU,2022-09-03 02:03:20,-34.7333,135.8667,55.98,57,9,14.76,clear sky
239,Srednekolymsk,RU,2022-09-03 02:03:20,67.45,153.6833,37.08,87,100,19.55,light rain
240,Anadyr,RU,2022-09-03 02:03:21,64.75,177.4833,50.0,71,96,7.09,overcast clouds
241,Capim Grosso,BR,2022-09-03 02:01:26,-11.3811,-40.0128,65.55,94,63,9.13,broken clouds
242,Ambon,ID,2022-09-03 01:59:54,-3.6954,128.1814,86.14,74,40,5.75,scattered clouds
243,Raga,SS,2022-09-03 02:03:22,8.4596,25.678,67.93,97,57,6.2,broken clouds
244,Hay River,CA,2022-09-03 02:00:41,60.8156,-115.7999,62.96,53,18,3.76,few clouds
245,Sunndalsora,NO,2022-09-03 02:03:22,62.6754,8.5515,50.95,92,60,3.11,broken clouds
246,Praia,CV,2022-09-03 02:03:23,14.9215,-23.5087,79.34,89,40,6.91,scattered clouds
247,Sampit,ID,2022-09-03 02:03:23,-2.5333,112.95,86.07,63,90,3.47,overcast clouds
248,Jalu,LY,2022-09-03 02:03:23,29.0331,21.5482,77.95,59,0,7.96,clear sky
249,Hargeysa,SO,2022-09-03 02:03:23,9.56,44.065,70.38,54,57,25.64,broken clouds
250,Launceston,AU,2022-09-03 02:03:24,-41.45,147.1667,58.6,53,2,6.91,clear sky
251,Matara,LK,2022-09-03 02:03:24,5.9485,80.5353,77.94,86,89,8.81,overcast clouds
252,Uvalde,US,2022-09-03 02:03:24,29.3669,-99.767,81.14,48,0,4.61,clear sky
253,Tazovskiy,RU,2022-09-03 02:03:24,67.4667,78.7,44.51,62,94,10.33,overcast clouds
254,Marolambo,MG,2022-09-03 02:03:25,-20.05,48.1167,58.91,97,100,1.95,overcast clouds
255,Voh,NC,2022-09-03 02:03:13,-20.9667,164.7,79.92,53,98,6.13,overcast clouds
256,Omboue,GA,2022-09-03 02:03:25,-1.5746,9.2618,73.98,89,91,6.44,overcast clouds
257,Diamantino,BR,2022-09-03 02:03:25,-14.4086,-56.4461,81.32,28,59,4.94,broken clouds
258,Kosel,PL,2022-09-03 02:03:26,50.3356,18.1433,51.85,55,0,7.07,clear sky
259,North Myrtle Beach,US,2022-09-03 02:03:26,33.816,-78.68,81.05,86,0,3.44,clear sky
260,Pandan,PH,2022-09-03 02:03:26,14.0453,124.1694,87.8,67,94,14.12,overcast clouds
261,Kavieng,PG,2022-09-03 02:03:28,-2.5744,150.7967,85.53,61,84,14.83,broken clouds
262,Tailai,CN,2022-09-03 02:03:28,46.3833,123.4,77.85,34,12,16.06,few clouds
263,Liwale,TZ,2022-09-03 02:03:29,-9.7667,37.9333,59.52,96,0,0.94,clear sky
264,San Carlos De Bariloche,AR,2022-09-03 02:00:10,-41.1456,-71.3082,43.02,69,0,4.79,clear sky
265,Abu Samrah,SY,2022-09-03 02:03:29,35.3029,37.1841,81.09,54,5,4.21,clear sky
266,Luena,AO,2022-09-03 02:03:29,-11.7833,19.9167,52.72,46,2,4.63,clear sky
267,Tabuk,PH,2022-09-03 02:04:31,17.4189,121.4443,75.9,92,100,3.83,light rain
268,Novo Aripuana,BR,2022-09-03 02:04:31,-5.1206,-60.3797,82.0,54,96,1.36,overcast clouds
269,Sambava,MG,2022-09-03 02:04:32,-14.2667,50.1667,66.36,80,19,12.86,few clouds
270,Tulun,RU,2022-09-03 02:04:32,54.5611,100.5792,46.0,69,53,16.28,broken clouds
271,Teahupoo,PF,2022-09-03 02:04:32,-17.8333,-149.2667,76.96,73,15,19.24,few clouds
272,Borgarnes,IS,2022-09-03 02:04:32,64.5383,-21.9206,45.81,94,18,7.76,few clouds
273,Haines Junction,CA,2022-09-03 02:04:33,60.7522,-137.5108,46.74,96,100,2.89,overcast clouds
274,Sisimiut,GL,2022-09-03 02:04:33,66.9395,-53.6735,49.12,88,100,33.17,moderate rain
275,Pacific Grove,US,2022-09-03 02:04:33,36.6177,-121.9166,75.02,83,0,10.36,clear sky
276,Betioky,MG,2022-09-03 02:04:33,-23.7167,44.3833,60.84,67,0,7.2,clear sky
277,Matamoros,MX,2022-09-03 02:00:35,25.5333,-103.25,81.97,46,100,17.6,overcast clouds
278,Grenville,GD,2022-09-03 02:04:34,12.1167,-61.6167,78.85,66,70,4.7,broken clouds
279,Tilichiki,RU,2022-09-03 02:04:34,60.4667,166.1,57.36,70,24,6.89,few clouds
280,Gamba,GA,2022-09-03 02:04:35,-2.65,10.0,72.23,90,76,4.81,broken clouds
281,Naze,JP,2022-09-03 02:04:36,28.3667,129.4833,80.19,80,100,22.68,heavy intensity rain
282,Sydney,AU,2022-09-03 02:01:27,-33.8679,151.2073,59.72,77,75,26.46,light intensity drizzle
283,Sulangan,PH,2022-09-03 02:04:36,11.1373,123.7228,83.86,74,100,11.25,overcast clouds
284,Kaseda,JP,2022-09-03 02:04:36,31.4167,130.3167,81.93,79,100,16.71,overcast clouds
285,Deputatskiy,RU,2022-09-03 02:04:37,69.3,139.9,30.9,77,100,4.99,overcast clouds
286,Evensk,RU,2022-09-03 02:04:37,61.95,159.2333,51.08,95,100,7.99,overcast clouds
287,Rio Pomba,BR,2022-09-03 02:04:37,-21.2747,-43.1792,58.75,49,0,3.31,clear sky
288,Benguela,AO,2022-09-03 02:00:33,-12.5763,13.4055,69.96,85,97,2.86,overcast clouds
289,Faanui,PF,2022-09-03 02:04:38,-16.4833,-151.75,78.96,67,1,20.0,clear sky
290,Boras,SE,2022-09-03 02:04:38,57.721,12.9401,48.54,95,46,4.25,scattered clouds
291,Filadelfia,US,2022-09-03 02:02:45,39.9523,-75.1638,72.05,79,75,6.91,broken clouds
292,Turayf,SA,2022-09-03 02:04:38,31.6725,38.6637,85.05,12,1,8.37,clear sky
293,Quelimane,MZ,2022-09-03 02:04:39,-17.8786,36.8883,64.42,76,88,2.13,overcast clouds
294,Hervey Bay,AU,2022-09-03 02:04:39,-25.2986,152.8535,65.03,85,100,10.11,overcast clouds
295,Half Moon Bay,US,2022-09-03 02:04:39,37.4636,-122.4286,78.58,77,20,18.41,mist
296,Buala,SB,2022-09-03 02:04:40,-8.145,159.5921,85.12,66,31,5.37,scattered clouds
297,Gardelegen,DE,2022-09-03 02:04:40,52.5252,11.3952,55.98,65,1,7.92,clear sky
298,Klyuchi,RU,2022-09-03 02:04:40,52.2667,79.1667,63.03,71,90,9.84,overcast clouds
299,Asau,RO,2022-09-03 02:04:41,46.4333,26.4,52.72,98,100,3.4,overcast clouds
300,Narsaq,GL,2022-09-03 02:04:41,60.9167,-46.05,57.42,69,100,1.7,light rain
301,Yerbogachen,RU,2022-09-03 02:04:41,61.2767,108.0108,40.73,91,100,7.81,overcast clouds
302,Sheltozero,RU,2022-09-03 02:04:41,61.3667,35.3667,41.72,92,51,12.26,broken clouds
303,Berlevag,NO,2022-09-03 02:04:42,70.8578,29.0864,42.8,87,100,14.97,overcast clouds
304,Saint-Joseph,RE,2022-09-03 02:04:42,-21.3667,55.6167,62.98,80,22,10.83,light rain
305,Cascais,PT,2022-09-03 02:04:42,38.6979,-9.4215,68.94,88,99,7.0,overcast clouds
306,Emerald,AU,2022-09-03 02:04:43,-23.5333,148.1667,69.35,61,95,12.21,overcast clouds
307,Stephenville,US,2022-09-03 02:04:43,32.2207,-98.2023,76.15,87,100,1.99,overcast clouds
308,Constitucion,CL,2022-09-03 02:04:43,-35.3333,-72.4167,52.66,72,0,5.23,clear sky
309,Parintins,BR,2022-09-03 02:04:43,-2.6283,-56.7358,78.73,63,30,1.7,scattered clouds
310,Indianola,US,2022-09-03 02:04:44,41.3581,-93.5574,83.03,69,5,10.07,clear sky
311,Punahana,IN,2022-09-03 02:04:44,27.8667,77.2,87.35,56,2,5.41,clear sky
312,Samarai,PG,2022-09-03 02:05:45,-10.6167,150.6667,82.87,71,86,13.53,overcast clouds
313,Zmeinogorsk,RU,2022-09-03 02:05:46,51.1567,82.195,61.03,72,65,4.97,broken clouds
314,Cidreira,BR,2022-09-03 02:05:46,-30.1811,-50.2056,55.0,77,42,14.58,scattered clouds
315,Baker City,US,2022-09-03 02:05:46,44.7749,-117.8344,87.58,12,0,11.5,clear sky
316,Kefamenanu,ID,2022-09-03 02:05:47,-9.4467,124.4781,86.13,46,6,10.11,clear sky
317,General Roca,AR,2022-09-03 02:05:47,-39.0333,-67.5833,58.23,17,0,6.35,clear sky
318,Keuruu,FI,2022-09-03 02:05:47,62.2667,24.7,42.8,96,100,6.22,overcast clouds
319,Chara,RU,2022-09-03 02:05:47,56.9064,118.2631,48.7,53,100,0.11,overcast clouds
320,Mahbubnagar,IN,2022-09-03 02:05:48,16.7333,77.9833,77.49,81,26,4.16,scattered clouds
321,Sao Filipe,CV,2022-09-03 02:05:48,14.8961,-24.4956,78.71,86,24,10.65,few clouds
322,Nizwa,OM,2022-09-03 02:05:48,22.9333,57.5333,79.41,55,6,0.69,clear sky
323,Aloleng,PH,2022-09-03 02:05:48,16.1307,119.7824,82.11,83,100,17.29,light rain
324,Cody,US,2022-09-03 02:05:49,44.5263,-109.0565,79.0,32,0,3.44,clear sky
325,Cedar City,US,2022-09-03 02:05:49,37.6775,-113.0619,83.39,14,0,6.91,clear sky
326,Plettenberg Bay,ZA,2022-09-03 02:05:49,-34.0527,23.3716,54.55,77,0,4.83,clear sky
327,Talcahuano,CL,2022-09-03 02:05:50,-36.7167,-73.1167,53.28,76,0,9.22,clear sky
328,Saint-Georges,GD,2022-09-03 02:05:50,12.0564,-61.7485,78.48,89,20,2.3,few clouds
329,Saldanha,ZA,2022-09-03 02:05:50,-33.0117,17.9442,56.14,86,100,14.43,overcast clouds
330,Cabo San Lucas,MX,2022-09-03 02:02:14,22.8909,-109.9124,82.51,91,100,5.01,overcast clouds
331,Oriximina,BR,2022-09-03 02:05:52,-1.7656,-55.8661,81.09,63,85,3.58,overcast clouds
332,Qui Nhon,VN,2022-09-03 02:05:52,13.7667,109.2333,85.91,65,100,3.4,overcast clouds
333,Mirnyy,RU,2022-09-03 02:05:52,62.5353,113.9611,41.23,93,100,7.0,overcast clouds
334,Karymskoye,RU,2022-09-03 02:05:52,51.6167,114.35,70.84,42,9,4.47,clear sky
335,Ahtopol,BG,2022-09-03 02:05:53,42.1,27.95,70.97,91,95,7.45,overcast clouds
336,Yuzhno-Kurilsk,RU,2022-09-03 02:05:53,44.0306,145.8556,67.73,62,100,2.57,overcast clouds
337,Galle,LK,2022-09-03 02:05:53,6.0367,80.217,78.15,87,72,10.94,broken clouds
338,Guerrero Negro,MX,2022-09-03 02:03:26,27.9769,-114.0611,79.36,78,96,2.28,overcast clouds
339,Upernavik,GL,2022-09-03 02:05:54,72.7868,-56.1549,44.04,94,100,25.61,light rain
340,Gigmoto,PH,2022-09-03 02:05:54,13.7796,124.39,86.2,73,100,16.89,light rain
341,Tourlaville,FR,2022-09-03 02:05:54,49.6383,-1.5664,62.02,100,75,6.91,mist
342,Gravdal,NO,2022-09-03 02:05:54,68.1214,13.5031,47.93,73,75,8.72,broken clouds
343,Araouane,ML,2022-09-03 02:05:55,18.9048,-3.5265,91.08,34,0,8.84,clear sky
344,Olafsvik,IS,2022-09-03 02:05:55,64.8945,-23.7142,49.26,88,28,8.21,scattered clouds
345,Placerville,US,2022-09-03 02:05:55,38.7296,-120.7986,96.08,17,0,5.75,clear sky
346,Murgab,TM,2022-09-03 02:05:56,37.4966,61.9714,72.28,16,0,5.97,clear sky
347,Takoradi,GH,2022-09-03 02:05:56,4.8845,-1.7554,73.31,95,33,5.99,scattered clouds
348,Sovetskiy,RU,2022-09-03 02:05:56,61.3614,63.5842,49.03,95,52,7.45,broken clouds
349,Marawi,PH,2022-09-03 02:05:58,7.9986,124.2928,81.81,62,100,1.52,overcast clouds
350,Vao,NC,2022-09-03 02:05:58,-22.6667,167.4833,72.43,74,98,17.05,overcast clouds
351,Sibanicu,CU,2022-09-03 02:05:58,21.235,-77.5264,77.45,88,3,7.47,clear sky
352,Ylojarvi,FI,2022-09-03 02:05:58,61.5563,23.5961,42.94,92,0,2.3,clear sky
353,Rybnoye,RU,2022-09-03 02:05:59,54.7256,39.5119,38.79,90,6,7.76,clear sky
354,Sechura,PE,2022-09-03 02:05:59,-5.5569,-80.8222,62.24,80,0,14.0,clear sky
355,Sovetskaya,RU,2022-09-03 02:05:59,44.7769,41.1722,68.16,67,83,8.61,broken clouds
356,Nizhniy Ufaley,RU,2022-09-03 02:06:00,55.9153,59.9842,47.8,81,0,4.18,clear sky
357,Mount Isa,AU,2022-09-03 02:01:31,-20.7333,139.5,64.17,52,40,14.97,scattered clouds
358,Zhangjiakou,CN,2022-09-03 02:06:00,40.81,114.8794,65.17,68,100,3.38,moderate rain
359,Freetown,SL,2022-09-03 02:07:01,8.484,-13.2299,74.97,84,66,3.18,broken clouds
360,Pisco,PE,2022-09-03 02:05:10,-13.7,-76.2167,60.85,82,20,10.36,mist
361,Tecpan,GT,2022-09-03 02:07:02,14.7623,-90.9947,56.61,99,100,2.73,overcast clouds
362,Los Llanos De Aridane,ES,2022-09-03 02:07:02,28.6585,-17.9182,72.12,97,75,11.5,broken clouds
363,Susanville,US,2022-09-03 02:07:02,40.4163,-120.653,91.24,15,0,9.22,clear sky
364,Ust-Ishim,RU,2022-09-03 02:07:03,57.6935,71.1665,61.74,70,100,6.33,overcast clouds
365,Bulembu,SZ,2022-09-03 02:07:03,-25.9667,31.1333,52.86,45,0,5.44,clear sky
366,Emba,KZ,2022-09-03 02:07:03,48.8264,58.1442,77.5,21,96,13.11,overcast clouds
367,Geraldton,AU,2022-09-03 02:07:04,-28.7667,114.6,63.01,82,100,16.11,overcast clouds
368,Tahta,EG,2022-09-03 02:07:04,26.7693,31.5021,80.69,51,3,13.15,clear sky
369,Tezu,IN,2022-09-03 02:07:04,27.9167,96.1667,75.27,99,100,3.18,overcast clouds
370,Yakeshi,CN,2022-09-03 02:07:04,49.2833,120.7333,75.22,30,99,4.79,overcast clouds
371,Derzhavinsk,KZ,2022-09-03 02:07:05,51.1,66.3167,73.92,22,0,10.31,clear sky
372,Kununurra,AU,2022-09-03 02:07:05,-15.7667,128.7333,80.58,34,6,13.8,clear sky
373,Hit,IQ,2022-09-03 02:07:05,33.6416,42.8251,92.53,11,0,9.08,clear sky
374,Kralendijk,BQ,2022-09-03 02:07:06,12.15,-68.2667,84.18,74,49,10.36,scattered clouds
375,Petropavlovsk-Kamchatskiy,RU,2022-09-03 02:03:53,53.0452,158.6483,70.39,53,20,4.47,few clouds
376,Kandrian,PG,2022-09-03 02:07:06,-6.2167,149.55,85.32,67,39,9.31,scattered clouds
377,Mahebourg,MU,2022-09-03 02:07:07,-20.4081,57.7,68.29,73,40,8.05,scattered clouds
378,Valerianovsk,RU,2022-09-03 02:07:08,58.76,59.5522,43.65,93,7,4.83,clear sky
379,Morros,BR,2022-09-03 02:07:08,-9.4467,-46.3003,75.52,36,0,9.64,clear sky
380,Otuzco,PE,2022-09-03 02:07:08,-7.9,-78.5833,50.61,55,6,0.83,clear sky
381,Sawakin,SD,2022-09-03 02:07:09,19.1059,37.3321,88.56,59,2,1.19,clear sky
382,Flinders,AU,2022-09-03 02:07:09,-34.5833,150.8552,58.28,89,100,7.0,light rain
383,Aklavik,CA,2022-09-03 02:07:09,68.2191,-135.0107,62.37,49,89,7.36,overcast clouds
384,Mega,ET,2022-09-03 02:07:09,4.05,38.3,54.43,75,69,15.32,broken clouds
385,Hluti,SZ,2022-09-03 02:07:10,-27.2167,31.6167,57.04,55,0,4.05,clear sky
386,Bambanglipuro,ID,2022-09-03 02:07:10,-7.95,110.2833,82.08,69,26,9.69,scattered clouds
387,Syracuse,IT,2022-09-03 02:07:10,37.0881,15.2792,72.32,71,9,5.3,clear sky
388,Bousso,TD,2022-09-03 02:07:11,10.4795,16.7117,71.92,97,100,5.06,overcast clouds
389,Pangnirtung,CA,2022-09-03 02:07:11,66.1451,-65.7125,48.2,92,100,5.35,light rain
390,Puerto Escondido,MX,2022-09-03 02:07:11,15.85,-97.0667,76.03,73,100,3.44,overcast clouds
391,Orsha,BY,2022-09-03 02:07:11,54.5153,30.4053,45.12,67,67,5.88,broken clouds
392,Bonavista,CA,2022-09-03 02:07:12,48.6499,-53.1147,64.71,90,86,9.57,overcast clouds
393,Kaitangata,NZ,2022-09-03 02:07:12,-46.2817,169.8464,44.26,88,100,14.38,overcast clouds
394,Mulege,MX,2022-09-03 02:07:13,26.8833,-111.9833,76.73,87,100,4.56,overcast clouds
395,Oskemen,KZ,2022-09-03 02:07:13,49.9565,82.6119,60.76,72,24,4.47,few clouds
396,Vuktyl,RU,2022-09-03 02:07:13,63.8567,57.3094,44.11,97,100,6.49,moderate rain
397,Toma,BF,2022-09-03 02:07:13,12.7667,-2.8833,73.11,91,100,8.88,moderate rain
398,Maykor,RU,2022-09-03 02:07:14,59.0059,55.88,42.55,90,12,8.97,few clouds
399,Poronaysk,RU,2022-09-03 02:07:14,49.2167,143.1167,70.05,60,0,8.9,clear sky
400,Moses Lake,US,2022-09-03 02:07:14,47.1301,-119.2781,95.36,14,0,4.61,clear sky
401,Victoria,HK,2022-09-03 02:03:58,22.2855,114.1577,88.25,61,45,15.01,scattered clouds
402,Rundu,NA,2022-09-03 02:07:15,-17.9333,19.7667,55.06,32,0,4.92,clear sky
403,Broome,US,2022-09-03 02:07:15,42.2506,-75.833,64.45,75,57,3.91,broken clouds
404,Talnakh,RU,2022-09-03 02:07:15,69.4865,88.3972,45.36,69,48,2.08,scattered clouds
405,Ibra,OM,2022-09-03 02:07:15,22.6906,58.5334,77.27,65,1,3.53,clear sky
406,Wanning,CN,2022-09-03 02:08:17,18.8003,110.3967,84.33,75,100,2.59,overcast clouds
407,Makakilo City,US,2022-09-03 02:08:17,21.3469,-158.0858,86.32,50,0,18.41,clear sky
408,Awjilah,LY,2022-09-03 02:08:17,29.1081,21.2869,77.31,65,0,8.61,clear sky
409,Alpena,US,2022-09-03 02:08:18,45.0617,-83.4327,79.05,78,75,6.91,broken clouds
410,Hofn,IS,2022-09-03 02:08:18,64.2539,-15.2082,50.76,85,100,14.74,overcast clouds
411,Kastamonu,TR,2022-09-03 02:08:18,41.5,33.6667,62.13,95,7,0.2,clear sky
412,Fukue,JP,2022-09-03 02:08:19,32.6881,128.8419,77.36,88,75,11.5,light intensity shower rain
413,Celarevo,RS,2022-09-03 02:08:19,45.2694,19.5253,56.95,91,5,2.55,clear sky
414,Saint-Augustin,CA,2022-09-03 02:08:19,51.226,-58.6502,55.51,61,0,7.18,clear sky
415,Alofi,NU,2022-09-03 02:08:20,-19.0595,-169.9187,74.64,78,100,11.1,light rain
416,Marsa Matruh,EG,2022-09-03 02:08:20,31.3525,27.2453,77.04,76,0,7.4,clear sky
417,Cabedelo,BR,2022-09-03 02:08:20,-6.9811,-34.8339,74.07,85,18,12.77,few clouds
418,Bathsheba,BB,2022-09-03 02:08:20,13.2167,-59.5167,79.41,83,20,2.3,few clouds
419,Port Pirie,AU,2022-09-03 02:08:21,-33.1833,138.0167,59.14,38,1,13.58,clear sky
420,Humaita,BR,2022-09-03 02:08:21,-7.5061,-63.0208,85.42,33,70,2.59,broken clouds
421,Gillette,US,2022-09-03 02:06:05,44.2911,-105.5022,76.1,32,0,6.91,clear sky
422,Vardo,NO,2022-09-03 02:08:23,70.3705,31.1107,44.58,93,75,18.41,broken clouds
423,Bulawayo,ZW,2022-09-03 02:08:23,-20.15,28.5833,48.13,63,0,5.59,clear sky
424,Kazachinskoye,RU,2022-09-03 02:08:23,57.6953,93.2761,46.35,77,29,6.51,scattered clouds
425,Praia Da Vitoria,PT,2022-09-03 02:08:23,38.7333,-27.0667,69.76,85,58,6.67,broken clouds
426,Litovko,RU,2022-09-03 02:08:24,49.2361,135.1742,69.19,67,3,8.28,clear sky
427,Dunedin,NZ,2022-09-03 02:08:08,-45.8742,170.5036,47.8,77,99,11.99,overcast clouds
428,Luanda,AO,2022-09-03 02:06:42,-8.8368,13.2343,71.6,88,75,2.3,broken clouds
429,Alikalia,SL,2022-09-03 02:08:24,9.1667,-11.4,67.26,100,77,2.37,broken clouds
430,Am Timan,TD,2022-09-03 02:08:24,11.0297,20.2827,67.68,95,100,5.28,light rain
431,Padang,ID,2022-09-03 02:08:25,-0.9492,100.3543,75.25,93,100,7.56,overcast clouds
432,Bonthe,SL,2022-09-03 02:08:25,7.5264,-12.505,74.35,90,19,3.38,few clouds
433,Moche,PE,2022-09-03 02:08:25,-8.1711,-79.0092,59.18,88,30,10.36,fog
434,Ponca City,US,2022-09-03 02:08:25,36.707,-97.0856,80.62,67,0,10.36,clear sky
435,Mutoko,ZW,2022-09-03 02:08:26,-17.397,32.2268,47.52,78,77,2.59,broken clouds
436,Tessalit,ML,2022-09-03 02:08:26,20.1986,1.0114,87.35,31,92,3.18,overcast clouds
437,Kushmurun,KZ,2022-09-03 02:08:26,52.4503,64.6311,75.76,34,91,9.95,overcast clouds
438,Buchanan,LR,2022-09-03 02:05:22,5.8808,-10.0467,74.39,90,69,5.79,broken clouds
439,Vestmanna,FO,2022-09-03 02:08:27,62.1564,-7.1664,52.72,82,20,10.36,few clouds
440,Grindavik,IS,2022-09-03 02:08:27,63.8424,-22.4338,48.67,93,0,8.05,clear sky
441,Krutaya Gorka,RU,2022-09-03 02:08:28,55.3649,73.2231,60.48,55,67,11.74,broken clouds
442,Ximei,CN,2022-09-03 02:08:29,24.9639,118.3794,88.38,51,15,9.33,few clouds
443,Waingapu,ID,2022-09-03 02:08:29,-9.6567,120.2641,86.13,60,6,13.02,clear sky
444,Abonnema,NG,2022-09-03 02:08:29,4.7084,6.7931,75.04,86,96,2.73,overcast clouds
445,Clifton,US,2022-09-03 02:07:03,40.8584,-74.1638,71.04,74,0,6.91,clear sky
446,Bagdarin,RU,2022-09-03 02:08:30,54.4333,113.6,59.07,68,93,5.99,overcast clouds
447,Margate,GB,2022-09-03 02:08:30,51.3813,1.3862,62.69,92,90,1.01,overcast clouds
448,Leiyang,CN,2022-09-03 02:08:30,26.4024,112.8591,81.3,50,19,8.12,few clouds
449,Eckernforde,DE,2022-09-03 02:08:30,54.4667,9.8333,60.8,78,100,10.4,overcast clouds
450,Pervomayskoye,RU,2022-09-03 02:08:31,43.919,46.7102,75.92,56,17,7.11,few clouds
451,Salinopolis,BR,2022-09-03 02:08:23,-0.6136,-47.3561,78.98,84,2,11.74,clear sky
452,Sept-Iles,CA,2022-09-03 02:08:31,50.2001,-66.3821,55.06,82,6,1.99,clear sky
453,Gotsu,JP,2022-09-03 02:08:31,35.0,132.2167,79.14,80,100,9.13,light rain
454,Zhongshu,CN,2022-09-03 02:09:33,24.5167,103.7667,65.43,96,100,2.46,overcast clouds
455,Havoysund,NO,2022-09-03 02:09:33,70.9963,24.6622,44.83,78,100,11.41,overcast clouds
456,Ribeira Grande,PT,2022-09-03 02:09:33,38.5167,-28.7,72.39,74,21,5.48,few clouds
457,Kawalu,ID,2022-09-03 02:09:34,-7.3817,108.2082,75.69,86,97,2.35,overcast clouds
458,Meiktila,MM,2022-09-03 02:09:34,20.8667,95.8667,84.09,66,84,11.43,broken clouds
