City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
282,Tual,ID,2022-08-29 21:42:48,-5.6667,132.75,79.92,85,41,18.1
283,Sinop,TR,2022-08-29 21:42:48,41.7711,34.8709,69.26,84,0,6.35
284,Hauterive,FR,2022-08-29 21:42:49,46.0901,3.4459,68.76,51,33,2.68
285,Solnechnyy,RU,2022-08-29 21:42:49,50.7214,136.6319,57.11,82,100,3.44
286,Ornskoldsvik,SE,2022-08-29 21:42:49,63.2909,18.7153,54.55,76,40,8.05
287,Nizhniy Ufaley,RU,2022-08-29 21:42:50,55.9153,59.9842,56.46,86,7,3.15
288,Henties Bay,,2022-08-29 21:42:50,-22.116,14.2845,53.38,86,1,3.13
289,Nabire,ID,2022-08-29 21:42:50,-3.3667,135.4833,76.51,90,93,2.89
290,Kokstad,ZA,2022-08-29 21:42:50,-30.5472,29.4241,42.33,92,100,8.77
291,Cayenne,GF,2022-08-29 21:42:51,4.9333,-52.3333,82.44,78,0,10.36
292,Barao De Melgaco,BR,2022-08-29 21:42:51,-16.1944,-55.9675,85.3,36,7,10.42
293,Santa Rosa,PH,2022-08-29 21:42:51,14.3122,121.1114,80.58,89,100,1.1
294,Oriximina,BR,2022-08-29 21:42:52,-1.7656,-55.8661,83.98,50,98,2.48
295,Ossora,RU,2022-08-29 21:42:52,59.2353,163.0719,59.02,78,78,13.22
296,Namwala,ZM,2022-08-29 21:42:52,-15.7504,26.4384,66.74,37,0,4.23
297,Teknaf,BD,2022-08-29 21:42:53,20.8624,92.3058,78.82,88,100,3.4
298,Ushtobe,KZ,2022-08-29 21:42:53,45.2514,77.9838,61.45,29,93,3.51
299,Prado,BR,2022-08-29 21:42:54,-17.3411,-39.2208,70.34,89,67,16.44
300,Upernavik,GL,2022-08-29 21:42:54,72.7868,-56.1549,37.67,82,100,15.28
301,Seoul,KR,2022-08-29 21:41:00,37.5683,126.9778,64.0,97,100,9.22
302,Adrar,MR,2022-08-29 21:40:34,20.5022,-10.0711,93.09,37,72,8.7
303,Telhara,IN,2022-08-29 21:42:55,21.0269,76.8389,75.63,89,100,4.74
304,Iquique,CL,2022-08-29 21:42:56,-20.2208,-70.1431,59.04,75,33,5.73
305,La Ronge,CA,2022-08-29 21:42:56,55.1001,-105.2842,73.62,35,40,13.8
306,Harlingen,US,2022-08-29 21:41:29,26.1906,-97.6961,93.29,64,0,18.41
307,Muros,ES,2022-08-29 21:42:57,42.7762,-9.0603,63.84,88,0,6.55
308,Touros,BR,2022-08-29 21:42:57,-5.1989,-35.4608,76.66,76,86,17.27
309,Juli,PE,2022-08-29 21:42:57,-16.2167,-69.45,45.77,60,15,9.35
310,Paracuru,BR,2022-08-29 21:41:09,-3.41,-39.0306,79.11,82,54,15.75
311,Rawson,AR,2022-08-29 21:42:58,-43.3002,-65.1023,61.84,26,83,8.19
312,Temir,KZ,2022-08-29 21:42:58,49.1414,57.13,77.79,29,83,5.88
313,Nuevitas,CU,2022-08-29 21:42:59,21.5453,-77.2644,83.64,74,12,13.31
314,Kununurra,AU,2022-08-29 21:38:02,-15.7667,128.7333,60.78,88,7,2.3
315,Ebeltoft,DK,2022-08-29 21:42:59,56.1944,10.6821,56.62,82,55,2.3
316,Pacific Grove,US,2022-08-29 21:42:59,36.6177,-121.9166,73.38,73,0,12.66
317,Kampot,KH,2022-08-29 21:43:00,10.6167,104.1833,77.05,90,15,2.73
318,Tolyatti,RU,2022-08-29 21:43:00,53.5303,49.3461,73.53,40,100,12.39
319,Berdigestyakh,RU,2022-08-29 21:43:00,62.0989,126.6992,45.55,95,100,3.13
320,Mount Gambier,AU,2022-08-29 21:44:01,-37.8333,140.7667,49.91,100,100,23.02
321,Kandiari,PK,2022-08-29 21:44:01,26.9156,68.5216,83.16,74,64,6.8
322,Nyurba,RU,2022-08-29 21:44:01,63.2842,118.3319,43.48,83,100,11.41
323,Tonantins,BR,2022-08-29 21:44:01,-2.8731,-67.8022,78.85,83,75,1.05
324,Nuevo Progreso,MX,2022-08-29 21:44:02,23.1667,-97.95,90.9,55,42,10.0
325,Lagoa,PT,2022-08-29 21:41:45,39.05,-27.9833,73.78,76,47,4.34
326,Tamandare,BR,2022-08-29 21:44:02,-8.7597,-35.1047,73.42,83,54,9.46
327,Sao Filipe,CV,2022-08-29 21:44:02,14.8961,-24.4956,78.03,80,100,13.09
328,Alta Floresta,BR,2022-08-29 21:44:03,-9.8756,-56.0861,87.15,21,100,3.33
329,Bloomsburg,US,2022-08-29 21:44:03,41.0037,-76.4549,91.11,60,41,7.47
330,Vanimo,PG,2022-08-29 21:44:04,-2.6741,141.3028,77.41,86,100,5.06
331,Aksu,CN,2022-08-29 21:44:04,41.1231,80.2644,67.84,47,31,6.35
332,Inhambane,MZ,2022-08-29 21:44:05,-23.865,35.3833,68.76,88,0,6.58
333,Marsh Harbour,BS,2022-08-29 21:44:05,26.5412,-77.0636,85.64,67,7,14.43
334,Alofi,NU,2022-08-29 21:44:05,-19.0595,-169.9187,80.49,69,75,11.5
335,Northport,US,2022-08-29 21:40:57,33.229,-87.5772,92.25,58,20,6.91
336,Novopokrovka,UA,2022-08-29 21:44:06,49.8425,36.5477,70.21,43,0,2.55
337,Moosburg,DE,2022-08-29 21:44:06,48.4667,11.9333,64.35,94,0,1.14
338,Khatanga,RU,2022-08-29 21:44:06,71.9667,102.5,41.47,96,100,10.2
339,Itarema,BR,2022-08-29 21:44:07,-2.9248,-39.9167,77.67,81,27,16.11
340,Monrovia,LR,2022-08-29 21:44:07,6.3005,-10.7969,76.77,85,9,10.63
341,Thohoyandou,ZA,2022-08-29 21:44:07,-22.9456,30.485,66.85,33,0,3.22
342,Jumla,NP,2022-08-29 21:41:47,29.2747,82.1838,59.9,93,79,1.23
343,Mudgee,AU,2022-08-29 21:44:08,-32.5943,149.5871,56.79,94,100,3.44
344,Necochea,AR,2022-08-29 21:44:08,-38.5473,-58.7368,49.24,56,1,10.92
345,Los Llanos De Aridane,ES,2022-08-29 21:39:18,28.6585,-17.9182,69.55,84,40,11.5
346,Pevek,RU,2022-08-29 21:44:08,69.7008,170.3133,37.78,83,85,2.66
347,Petropavlovsk-Kamchatskiy,RU,2022-08-29 21:42:26,53.0452,158.6483,59.59,67,75,11.18
348,Bouloupari,NC,2022-08-29 21:44:09,-21.8667,166.05,69.71,63,36,4.47
349,Maihar,IN,2022-08-29 21:44:09,24.2667,80.75,77.45,89,99,1.23
350,Niquero,CU,2022-08-29 21:44:09,20.0431,-77.5828,85.42,64,20,5.03
351,Coihaique,CL,2022-08-29 21:44:09,-45.5752,-72.0662,56.01,40,0,4.61
352,Shingu,JP,2022-08-29 21:44:10,33.7333,135.9833,75.9,95,100,7.18
353,Mehamn,NO,2022-08-29 21:44:10,71.0357,27.8492,44.51,81,75,8.05
354,Vanavara,RU,2022-08-29 21:44:10,60.34,102.2797,36.68,97,100,17.85
355,Hualmay,PE,2022-08-29 21:44:11,-11.0964,-77.6139,64.4,75,23,11.56
356,Nantucket,US,2022-08-29 21:43:34,41.2835,-70.0995,78.94,87,0,11.5
357,Mitu,CO,2022-08-29 21:44:11,1.1983,-70.1733,75.87,96,21,2.8
358,San Jose De Guanipa,VE,2022-08-29 21:44:11,8.8872,-64.1651,82.69,65,96,5.06
359,Buraydah,SA,2022-08-29 21:44:12,26.326,43.975,88.25,11,4,10.45
360,Isangel,VU,2022-08-29 21:44:12,-19.55,169.2667,75.31,83,75,4.61
361,Chumikan,RU,2022-08-29 21:44:12,54.7183,135.315,58.51,74,55,13.51
362,Turan,VN,2022-08-29 21:40:24,16.0678,108.2208,78.78,89,75,2.3
363,Verkhnevilyuysk,RU,2022-08-29 21:44:13,63.4453,120.3167,41.2,91,80,6.96
364,Jishou,CN,2022-08-29 21:44:13,28.3167,109.7167,70.48,78,100,4.85
365,Geraldton,AU,2022-08-29 21:44:13,-28.7667,114.6,45.01,81,0,5.75
366,Chengde,CN,2022-08-29 21:40:41,40.9725,117.9361,59.34,95,75,3.38
367,North Bend,US,2022-08-29 21:45:14,43.4065,-124.2243,86.23,79,0,5.75
368,Caravelas,BR,2022-08-29 21:45:14,-17.7125,-39.2481,70.18,89,78,18.66
369,Nusaybin,TR,2022-08-29 21:45:14,37.0778,41.2178,88.5,11,0,5.88
370,Raudeberg,NO,2022-08-29 21:45:15,61.9875,5.1352,54.27,42,34,18.68
371,Praia Da Vitoria,PT,2022-08-29 21:45:15,38.7333,-27.0667,77.25,83,40,0.4
372,Mikhaylovka,RU,2022-08-29 21:45:15,50.06,43.2379,72.72,28,97,4.43
373,Sagua La Grande,CU,2022-08-29 21:45:16,22.8067,-80.0756,90.59,71,68,8.37
374,Praia,CV,2022-08-29 21:45:16,14.9215,-23.5087,79.34,78,40,14.97
375,Manicore,BR,2022-08-29 21:45:16,-5.8092,-61.3003,87.75,70,0,3.44
376,Milkovo,RU,2022-08-29 21:45:16,54.7167,158.6167,58.17,68,90,12.37
377,Khandyga,RU,2022-08-29 21:45:17,62.6667,135.6,52.95,67,29,3.18
378,Payo,ID,2022-08-29 21:45:17,-3.7508,103.6372,71.55,98,100,1.43
379,East London,ZA,2022-08-29 21:45:17,-33.0153,27.9116,58.12,49,100,20.02
380,Cabedelo,BR,2022-08-29 21:41:50,-6.9811,-34.8339,77.67,80,28,14.7
381,Port Hedland,AU,2022-08-29 21:45:18,-20.3167,118.5667,60.85,39,9,8.05
382,Hlukhiv,UA,2022-08-29 21:45:18,51.6782,33.9162,66.07,51,22,7.36
383,Tiznit,MA,2022-08-29 21:45:18,29.5833,-9.5,80.24,46,100,4.09
384,Pangody,RU,2022-08-29 21:45:19,65.85,74.4859,49.53,86,100,17.81
385,Khvoynaya,RU,2022-08-29 21:45:19,58.9,34.5333,60.24,75,31,5.23
386,Rognan,NO,2022-08-29 21:45:19,67.0953,15.3878,50.88,88,100,3.38
387,Aketi,CD,2022-08-29 21:45:20,2.7388,23.7833,70.75,96,98,2.08
388,Houma,US,2022-08-29 21:43:25,29.5958,-90.7195,89.6,77,40,5.01
389,Kandrian,PG,2022-08-29 21:45:20,-6.2167,149.55,80.24,83,79,7.85
390,Anchorage,US,2022-08-29 21:42:36,61.2181,-149.9003,61.63,88,100,6.91
391,Nizwa,OM,2022-08-29 21:45:20,22.9333,57.5333,79.48,59,4,3.36
392,Steamboat Springs,US,2022-08-29 21:41:21,40.485,-106.8317,82.35,20,0,9.22
393,Manosque,FR,2022-08-29 21:45:21,43.8288,5.7869,70.56,80,77,2.86
394,Angoche,MZ,2022-08-29 21:45:21,-16.2325,39.9086,72.93,79,0,5.99
395,Oss,NL,2022-08-29 21:45:21,51.75,5.5333,65.14,76,75,5.75
396,Qaqortoq,GL,2022-08-29 21:45:22,60.7167,-46.0333,40.57,88,70,7.49
397,Yunhe,CN,2022-08-29 21:45:22,34.0833,119.7167,70.9,96,100,8.95
398,Timra,SE,2022-08-29 21:45:22,62.487,17.3257,56.68,67,0,8.05
399,Azangaro,PE,2022-08-29 21:45:23,-14.9167,-70.2167,42.98,79,90,9.13
400,Am Timan,TD,2022-08-29 21:45:23,11.0297,20.2827,70.52,96,98,5.03
401,Prieska,ZA,2022-08-29 21:45:23,-29.6641,22.7474,48.61,62,0,25.14
402,Hofn,IS,2022-08-29 21:45:20,64.2539,-15.2082,52.02,91,100,5.73
403,Amapa,BR,2022-08-29 21:45:23,1.0,-52.0,77.95,68,100,2.75
404,Manokwari,ID,2022-08-29 21:45:24,-0.8667,134.0833,78.39,76,100,1.7
405,Luderitz,,2022-08-29 21:40:30,-26.6481,15.1594,60.57,42,0,5.55
406,Kautokeino,NO,2022-08-29 21:41:50,69.0125,23.0412,38.91,80,90,7.47
407,Kaura Namoda,NG,2022-08-29 21:45:24,12.5898,6.5779,75.83,80,48,6.82
408,Bismarck,US,2022-08-29 21:44:52,46.8083,-100.7837,78.64,35,0,19.57
409,Winnemucca,US,2022-08-29 21:45:25,40.973,-117.7357,96.85,7,0,11.5
410,Kouroussa,GN,2022-08-29 21:45:25,10.65,-9.8833,71.15,96,98,6.04
411,Zhangye,CN,2022-08-29 21:40:34,38.9342,100.4517,64.31,46,93,4.72
412,Koygorodok,RU,2022-08-29 21:46:25,60.445,50.9968,65.95,69,100,5.14
413,Hoopstad,ZA,2022-08-29 21:46:26,-27.8327,25.9083,52.5,26,0,11.01
414,Kulhudhuffushi,MV,2022-08-29 21:46:26,6.6221,73.07,81.3,79,98,20.4
415,Bengkulu,ID,2022-08-29 21:46:27,-3.8004,102.2655,73.98,93,100,7.0
416,Nishihara,JP,2022-08-29 21:46:27,26.1842,127.7558,83.48,87,20,5.75
417,Saint-Joseph,RE,2022-08-29 21:46:27,-21.3667,55.6167,66.58,80,61,1.77
418,Kaitangata,NZ,2022-08-29 21:40:37,-46.2817,169.8464,48.2,67,62,3.58
419,Karratha,AU,2022-08-29 21:46:28,-20.7377,116.8463,66.36,34,1,9.26
420,Bouca,CF,2022-08-29 21:46:28,6.5105,18.2733,68.04,98,100,0.49
421,Morganton,US,2022-08-29 21:42:06,35.7454,-81.6848,88.25,61,68,5.01
422,San Joaquin,US,2022-08-29 21:46:28,37.9333,-121.3011,92.53,31,0,8.05
423,Santona,ES,2022-08-29 21:46:29,43.4439,-3.4576,74.59,87,37,7.56
424,Riverton,US,2022-08-29 21:46:29,40.5219,-111.9391,95.45,20,0,8.99
425,Laguna,US,2022-08-29 21:42:45,38.421,-121.4238,97.09,32,0,5.99
426,Skjervoy,NO,2022-08-29 21:46:29,70.0311,20.9714,46.4,75,100,3.89
427,Leningradskiy,RU,2022-08-29 21:45:26,69.3833,178.4167,36.01,90,100,5.12
428,Floro,NO,2022-08-29 21:46:30,61.5996,5.0328,59.07,88,41,4.61
429,Riyadh,SA,2022-08-29 21:40:33,24.6877,46.7219,89.74,12,0,8.19
430,Sola,VU,2022-08-29 21:43:06,-13.8833,167.55,79.07,76,42,25.55
431,Kouango,CF,2022-08-29 21:46:30,4.9934,19.9619,69.71,97,96,0.94
432,Oistins,BB,2022-08-29 21:44:55,13.0667,-59.5333,86.09,74,40,16.11
433,Leshukonskoye,RU,2022-08-29 21:46:30,64.8989,45.7622,46.02,85,95,5.23
434,Kashima,JP,2022-08-29 21:46:31,33.1061,130.0906,79.72,77,47,2.1
435,Porbandar,IN,2022-08-29 21:46:31,21.6422,69.6093,79.39,78,95,3.91
436,Nizhniy Odes,RU,2022-08-29 21:46:31,63.6445,54.856,58.86,99,100,5.19
437,Rodopolis,GR,2022-08-29 21:46:32,41.2578,22.9983,70.7,74,27,6.44
438,Husavik,IS,2022-08-29 21:46:32,66.0449,-17.3389,55.22,74,42,10.8
439,Iracoubo,GF,2022-08-29 21:46:32,5.4802,-53.2011,79.65,83,85,7.14
440,Ulladulla,AU,2022-08-29 21:46:32,-35.35,150.4667,56.3,85,36,8.52
441,Manjacaze,MZ,2022-08-29 21:46:33,-24.7117,33.8828,68.54,91,6,11.65
442,Lambarene,GA,2022-08-29 21:46:33,-0.7001,10.2406,77.63,74,93,6.46
443,Shache,CN,2022-08-29 21:42:54,38.4167,77.2406,64.94,58,97,3.49
444,Katsuura,JP,2022-08-29 21:46:33,35.1333,140.3,73.33,86,98,13.0
445,Svetlyy,RU,2022-08-29 21:46:34,54.675,20.1347,66.96,85,21,14.85
446,Suluq,LY,2022-08-29 21:46:34,31.6682,20.2521,79.45,60,0,7.74
447,Westport,US,2022-08-29 21:46:28,41.1415,-73.3579,87.26,66,0,13.8
448,Ouallam,NE,2022-08-29 21:46:34,14.3188,2.0866,87.13,54,56,8.86
449,Severodvinsk,RU,2022-08-29 21:45:55,64.5635,39.8302,48.31,68,96,13.71
450,Sokolow Podlaski,PL,2022-08-29 21:46:35,52.4068,22.2531,57.67,82,4,8.14
451,La Rioja,ES,2022-08-29 21:46:35,42.25,-2.5,60.58,80,10,4.79
452,Hami,CN,2022-08-29 21:46:35,42.8,93.45,71.53,24,0,6.53
453,Katima Mulilo,,2022-08-29 21:46:36,-17.5,24.2667,66.13,31,0,4.76
454,Arlit,NE,2022-08-29 21:46:36,18.7369,7.3853,86.49,42,97,9.91
455,Palmer,US,2022-08-29 21:44:14,42.1584,-72.3287,87.4,59,40,11.5
456,Oktyabrskiy,RU,2022-08-29 21:46:36,54.4815,53.471,64.9,53,62,4.18
457,Santiago,CL,2022-08-29 21:46:42,-33.4569,-70.6483,78.24,41,0,13.8
458,Raduzhnyy,RU,2022-08-29 21:47:37,62.0961,77.475,42.66,66,88,7.87
459,Jimo,CN,2022-08-29 21:47:37,36.3897,120.4622,67.78,94,100,8.95
460,Jonesboro,US,2022-08-29 21:44:28,35.8423,-90.7043,92.97,52,20,12.66
461,Victoria,HK,2022-08-29 21:40:34,22.2855,114.1577,83.32,88,1,3.0
462,Bereda,ES,2022-08-29 21:47:38,43.2686,-7.5406,63.14,89,26,1.74
463,Krasnoselkup,RU,2022-08-29 21:47:38,65.7,82.4667,41.11,53,92,7.43
464,Sabang,ID,2022-08-29 21:44:07,5.8933,95.3214,78.89,83,100,17.02
465,Beyneu,KZ,2022-08-29 21:47:38,45.3167,55.2,80.55,20,5,7.16
466,Turukhansk,RU,2022-08-29 21:44:08,65.8167,87.9833,35.46,85,92,8.48
467,Siuna,NI,2022-08-29 21:47:39,13.7332,-84.7773,77.92,94,100,2.89
468,Iwaki,JP,2022-08-29 21:47:39,37.05,140.8833,69.76,96,100,1.01
469,Yuzhno-Kurilsk,RU,2022-08-29 21:47:39,44.0306,145.8556,65.88,83,100,7.85
470,Szczytno,PL,2022-08-29 21:47:40,53.5626,20.9875,60.73,88,0,4.61
471,Makakilo City,US,2022-08-29 21:47:40,21.3469,-158.0858,83.98,60,100,13.8
472,Tautira,PF,2022-08-29 21:47:40,-17.7333,-149.15,76.98,77,33,8.5
473,San Juan Bautista,PE,2022-08-29 21:45:46,-14.0108,-75.7358,74.08,43,23,10.71
474,Northam,GB,2022-08-29 21:47:41,51.0333,-4.2167,64.38,74,57,15.73
475,Port Hardy,CA,2022-08-29 21:47:41,50.6996,-127.4199,69.98,68,75,13.8
476,Rassvet,RU,2022-08-29 21:47:41,46.8333,40.75,70.03,84,1,4.47
477,Assomada,CV,2022-08-29 21:47:42,15.1,-23.6833,74.75,78,81,10.69
478,Stornoway,GB,2022-08-29 21:47:42,58.2093,-6.3865,57.16,92,14,4.61
479,Alice Springs,AU,2022-08-29 21:45:11,-23.7,133.8833,45.95,53,2,6.91
480,Malanje,AO,2022-08-29 21:47:42,-9.5402,16.341,68.41,69,56,5.46
481,Porto Novo,BJ,2022-08-29 21:47:43,6.4965,2.6036,76.82,89,86,5.23
482,Daru,PG,2022-08-29 21:47:43,-9.0763,143.2092,78.82,89,65,11.9
483,Lookan,PH,2022-08-29 21:47:43,5.037,120.1027,81.88,78,100,7.54
484,Manati,PR,2022-08-29 21:47:44,18.4275,-66.4921,87.57,83,100,13.58
485,Namatanai,PG,2022-08-29 21:47:44,-3.6667,152.4333,81.81,72,56,4.63
486,Preobrazheniye,RU,2022-08-29 21:47:44,42.9019,133.9064,63.79,76,100,2.15
487,Ranapur,IN,2022-08-29 21:47:44,22.65,74.5333,74.03,89,91,2.75
488,Kourou,GF,2022-08-29 21:46:38,5.1552,-52.6478,82.45,84,85,5.97
489,Kabo,CF,2022-08-29 21:42:56,7.6994,18.629,68.04,97,93,1.68
490,Klaksvik,FO,2022-08-29 21:47:45,62.2266,-6.589,50.92,85,33,13.69
491,Luena,AO,2022-08-29 21:47:45,-11.7833,19.9167,63.72,35,13,3.2
492,Tokonou,GN,2022-08-29 21:47:45,9.65,-9.7833,69.13,97,100,6.17
493,Udayagiri,IN,2022-08-29 21:47:46,20.1333,84.3833,70.57,97,52,1.54
494,Mecca,SA,2022-08-29 21:43:37,21.4267,39.8261,89.78,41,21,3.38
495,Muskegon,US,2022-08-29 21:47:46,43.3,-86.1334,73.87,93,100,11.5
496,Storebo,NO,2022-08-29 21:47:46,60.0948,5.2271,60.26,86,15,6.33
497,Darnah,LY,2022-08-29 21:47:47,32.767,22.6367,78.66,76,0,14.09
498,Freeport,US,2022-08-29 21:47:47,40.6576,-73.5832,85.55,68,0,18.41
499,Bardiyah,LY,2022-08-29 21:48:48,31.7561,25.0865,78.15,78,0,10.94
500,Hirakud,IN,2022-08-29 21:48:48,21.5167,83.8667,77.36,89,13,2.73
501,Paamiut,GL,2022-08-29 21:48:48,61.994,-49.6678,40.77,84,100,7.34
502,Gari,RU,2022-08-29 21:48:48,59.4307,62.3497,59.18,88,25,6.76
503,Mogadishu,SO,2022-08-29 21:48:49,2.0371,45.3438,75.58,82,13,17.45
504,Madras,IN,2022-08-29 21:45:29,13.0878,80.2785,82.38,89,40,0.0
505,Yegorlykskaya,RU,2022-08-29 21:48:49,46.5656,40.6562,69.98,58,3,6.73
506,Goderich,CA,2022-08-29 21:45:46,43.7501,-81.7165,81.91,78,100,12.66
507,Mlonggo,ID,2022-08-29 21:48:50,-6.5333,110.7,75.78,79,65,12.41
508,Saint Anthony,US,2022-08-29 21:47:48,45.0205,-93.218,80.29,45,20,21.85
509,Rio Grande,BR,2022-08-29 21:48:50,-32.035,-52.0986,53.71,71,8,6.42
510,Strezhevoy,RU,2022-08-29 21:48:50,60.7333,77.5889,42.76,74,51,6.35
511,Tagab,AF,2022-08-29 21:48:51,34.855,69.6492,70.61,33,0,1.7
512,Chivilcoy,AR,2022-08-29 21:48:51,-34.8957,-60.0167,50.7,46,0,8.99
513,Gueret,FR,2022-08-29 21:48:51,46.1667,1.8667,67.32,47,63,4.09
514,Tabou,CI,2022-08-29 21:48:52,4.423,-7.3528,75.9,86,45,8.28
515,Kitgum,UG,2022-08-29 21:48:52,3.2783,32.8867,64.51,95,67,1.59
516,Kailua,US,2022-08-29 21:48:52,21.4022,-157.7394,85.44,69,13,1.99
517,Malakal,SS,2022-08-29 21:48:53,9.5334,31.6605,72.93,89,100,2.19
518,Upata,VE,2022-08-29 21:48:53,8.0086,-62.3989,81.19,88,19,2.42
519,Bam,IR,2022-08-29 21:48:53,29.106,58.357,78.82,9,0,9.19
520,Bayanday,RU,2022-08-29 21:48:53,53.0661,105.5139,47.01,65,98,7.2
521,Bontang,ID,2022-08-29 21:45:25,0.1333,117.5,77.58,85,100,4.85
522,Boralday,KZ,2022-08-29 21:48:54,43.3578,76.8594,60.66,55,75,2.24
523,Sitio Novo Do Tocantins,BR,2022-08-29 21:48:54,-5.5183,-47.4611,85.78,26,10,3.74
524,Vigrestad,NO,2022-08-29 21:48:54,58.5667,5.7,55.58,78,10,7.02
525,Kyabe,TD,2022-08-29 21:48:55,9.4515,18.9449,68.41,97,73,3.31
526,Lubango,AO,2022-08-29 21:46:12,-14.9172,13.4925,60.15,63,7,3.06
527,Te Anau,NZ,2022-08-29 21:45:29,-45.4167,167.7167,49.1,80,88,3.91
528,Neiafu,TO,2022-08-29 21:48:55,-18.65,-173.9833,74.08,100,75,2.3
529,Basoko,CD,2022-08-29 21:48:55,1.2391,23.616,69.98,97,100,5.06
530,Saint-Pierre,RE,2022-08-29 21:47:47,-21.3393,55.4781,67.91,94,100,10.36
531,Bantou,CN,2022-08-29 21:48:56,26.2151,117.4893,75.76,95,100,0.65
532,Ola,RU,2022-08-29 21:41:49,59.5833,151.2833,53.15,83,100,4.54
533,Zakamensk,RU,2022-08-29 21:48:56,50.3741,103.2863,39.58,90,18,3.6
534,Tromso,NO,2022-08-29 21:48:56,69.6496,18.957,44.62,87,100,6.91
535,Barra Do Garcas,BR,2022-08-29 21:48:57,-15.89,-52.2567,95.58,17,0,6.91
536,Atar,MR,2022-08-29 21:48:57,20.5169,-13.0499,83.05,50,93,33.71
537,Meulaboh,ID,2022-08-29 21:48:56,4.1363,96.1285,75.06,93,100,3.13
538,Olinda,BR,2022-08-29 21:44:46,-8.0089,-34.8553,76.73,69,20,14.97
539,Omsukchan,RU,2022-08-29 21:48:58,62.5333,155.8,47.46,92,100,7.99
540,Walvis Bay,,2022-08-29 21:48:58,-22.9575,14.5053,54.09,82,0,6.91
541,Broadstairs,GB,2022-08-29 21:48:58,51.3591,1.4394,64.76,76,53,7.0
542,Komsomolskiy,UZ,2022-08-29 21:48:58,40.4272,71.7189,68.72,40,19,4.61
543,Baykit,RU,2022-08-29 21:42:56,61.67,96.37,36.39,92,99,13.6
544,Omboue,GA,2022-08-29 21:45:26,-1.5746,9.2618,73.53,85,34,7.2
545,Cidreira,BR,2022-08-29 21:49:59,-30.1811,-50.2056,51.75,74,35,6.76
546,Zatoka,UA,2022-08-29 21:49:59,46.0725,30.4654,76.28,70,42,7.96
547,Catamarca,AR,2022-08-29 21:48:17,-28.4696,-65.7852,63.77,25,0,8.01
548,Japura,ID,2022-08-29 21:50:00,-0.3167,102.35,72.32,98,100,2.3
549,Haines Junction,CA,2022-08-29 21:43:01,60.7522,-137.5108,55.35,71,100,3.44
550,Tadine,NC,2022-08-29 21:50:00,-21.55,167.8833,70.65,61,88,16.69
551,Vestmannaeyjar,IS,2022-08-29 21:50:00,63.4427,-20.2734,54.23,91,85,30.36
552,Sijunjung,ID,2022-08-29 21:50:01,-0.6876,100.9537,70.56,99,97,2.42
553,Shirgaon,IN,2022-08-29 21:50:01,19.7,72.7,79.21,78,72,3.29
554,Broome,US,2022-08-29 21:41:52,42.2506,-75.833,88.32,60,75,10.36
555,Srandakan,ID,2022-08-29 21:50:01,-7.9386,110.2506,74.89,87,100,6.98
556,Lazaro Cardenas,MX,2022-08-29 21:50:02,17.9583,-102.2,84.18,69,96,8.12
557,Solano,US,2022-08-29 21:50:02,38.2333,-121.9511,94.89,35,0,14.97
558,Rosarito,MX,2022-08-29 21:50:02,32.3333,-117.0333,89.64,69,7,13.42
559,Port Keats,AU,2022-08-29 21:50:03,-14.25,129.55,73.53,72,28,3.71
560,Kulim,MY,2022-08-29 21:50:03,5.365,100.5618,78.49,93,91,2.66
561,Quatre Cocos,MU,2022-08-29 21:50:03,-20.2078,57.7625,68.11,81,20,7.78
562,Maracacume,BR,2022-08-29 21:50:04,-2.0428,-45.9592,77.49,76,59,5.01
563,Camopi,GF,2022-08-29 21:50:04,3.1655,-52.3158,79.21,73,98,1.28
564,Siderno,IT,2022-08-29 21:50:04,38.2779,16.302,73.33,82,3,9.6
565,Tura,IN,2022-08-29 21:50:05,25.5198,90.2201,74.71,89,100,3.44
